SourceZip,SourceZipFilename,EntryPath,ExtractedPath,MatchedText,MatchedTerms,Snippet
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2847.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2847.PNG.supplemental-metadata.json,"Apr 23, 2024",,"IMG_2847.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2847.PNG.supplemental-metadata.json { ""title"": ""IMG_2847.PNG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484522"", ""formatted"": ""Sep 4, 2024, 9:15:22 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713883864"", ""formatted"": ""Apr 23, 2024, 2:51:04 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2838.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2838.PNG.supplemental-metadata.json,"Apr 23, 2024",,"IMG_2838.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2838.PNG.supplemental-metadata.json { ""title"": ""IMG_2838.PNG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484518"", ""formatted"": ""Sep 4, 2024, 9:15:18 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713882948"", ""formatted"": ""Apr 23, 2024, 2:35:48 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2859.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2859.JPG.supplemental-metadata.json,"Apr 25, 2024",,"IMG_2859.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2859.JPG.supplemental-metadata.json { ""title"": ""IMG_2859.JPG"", ""description"": """", ""imageViews"": ""1"", ""creationTime"": { ""timestamp"": ""1725484536"", ""formatted"": ""Sep 4, 2024, 9:15:36 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1714062679"", ""formatted"": ""Apr 25, 2024, 4:31:19 PM UTC"" }, ""geoData"": { ""latitude"": 29.063975, ""longitude"": -81.0251833, ""altitude"": 15.905056003349733, ""latitudeSpan"": 0.0, ""longitudeSpan""..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2837.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2837.PNG.supplemental-metadata.json,"Apr 23, 2024",,"IMG_2837.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2837.PNG.supplemental-metadata.json { ""title"": ""IMG_2837.PNG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484513"", ""formatted"": ""Sep 4, 2024, 9:15:13 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713882714"", ""formatted"": ""Apr 23, 2024, 2:31:54 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2839.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2839.PNG.supplemental-metadata.json,"Apr 23, 2024",,"IMG_2839.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2839.PNG.supplemental-metadata.json { ""title"": ""IMG_2839.PNG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484518"", ""formatted"": ""Sep 4, 2024, 9:15:18 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713883836"", ""formatted"": ""Apr 23, 2024, 2:50:36 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2841.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2841.PNG.supplemental-metadata.json,"Apr 23, 2024",,"IMG_2841.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2841.PNG.supplemental-metadata.json { ""title"": ""IMG_2841.PNG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484518"", ""formatted"": ""Sep 4, 2024, 9:15:18 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713883842"", ""formatted"": ""Apr 23, 2024, 2:50:42 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2845.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2845.PNG.supplemental-metadata.json,"Apr 23, 2024",,"IMG_2845.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2845.PNG.supplemental-metadata.json { ""title"": ""IMG_2845.PNG"", ""description"": """", ""imageViews"": ""4"", ""creationTime"": { ""timestamp"": ""1725484520"", ""formatted"": ""Sep 4, 2024, 9:15:20 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713883857"", ""formatted"": ""Apr 23, 2024, 2:50:57 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2836.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2836.PNG.supplemental-metadata.json,"Apr 23, 2024",,"IMG_2836.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2836.PNG.supplemental-metadata.json { ""title"": ""IMG_2836.PNG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484512"", ""formatted"": ""Sep 4, 2024, 9:15:12 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713882540"", ""formatted"": ""Apr 23, 2024, 2:29:00 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2835.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2835.JPG.supplemental-metadata.json,"Apr 22, 2024",,"IMG_2835.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2835.JPG.supplemental-metadata.json { ""title"": ""IMG_2835.JPG"", ""description"": """", ""imageViews"": ""1"", ""creationTime"": { ""timestamp"": ""1725484511"", ""formatted"": ""Sep 4, 2024, 9:15:11 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713806500"", ""formatted"": ""Apr 22, 2024, 5:21:40 PM UTC"" }, ""geoData"": { ""latitude"": 29.063961099999997, ""longitude"": -81.02524439999999, ""altitude"": 11.76359271289366, ""latitudeSpan"": 0.0,..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2833.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2833.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2833.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2833.JPG.supplemental-metadata.json { ""title"": ""IMG_2833.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484509"", ""formatted"": ""Sep 4, 2024, 9:15:09 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713728825"", ""formatted"": ""Apr 21, 2024, 7:47:05 PM UTC"" }, ""geoData"": { ""latitude"": 29.204638900000003, ""longitude"": -81.0203167, ""altitude"": 6.590633389678831, ""latitudeSpan"": 0.0, ""longit..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2840.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2840.PNG.supplemental-metadata.json,"Apr 23, 2024",,"IMG_2840.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2840.PNG.supplemental-metadata.json { ""title"": ""IMG_2840.PNG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484518"", ""formatted"": ""Sep 4, 2024, 9:15:18 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713883839"", ""formatted"": ""Apr 23, 2024, 2:50:39 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2831.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2831.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2831.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2831.JPG.supplemental-metadata.json { ""title"": ""IMG_2831.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484502"", ""formatted"": ""Sep 4, 2024, 9:15:02 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713728373"", ""formatted"": ""Apr 21, 2024, 7:39:33 PM UTC"" }, ""geoData"": { ""latitude"": 29.205383299999998, ""longitude"": -81.02005000000001, ""altitude"": 22.788959528609087, ""latitudeSpan"": 0.0,..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2846.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2846.PNG.supplemental-metadata.json,"Apr 23, 2024",,"IMG_2846.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2846.PNG.supplemental-metadata.json { ""title"": ""IMG_2846.PNG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484520"", ""formatted"": ""Sep 4, 2024, 9:15:20 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713883861"", ""formatted"": ""Apr 23, 2024, 2:51:01 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2834.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2834.PNG.supplemental-metadata.json,"Apr 22, 2024",,"IMG_2834.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2834.PNG.supplemental-metadata.json { ""title"": ""IMG_2834.PNG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484510"", ""formatted"": ""Sep 4, 2024, 9:15:10 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713798166"", ""formatted"": ""Apr 22, 2024, 3:02:46 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2828.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2828.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2828.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2828.JPG.supplemental-metadata.json { ""title"": ""IMG_2828.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484499"", ""formatted"": ""Sep 4, 2024, 9:14:59 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713728208"", ""formatted"": ""Apr 21, 2024, 7:36:48 PM UTC"" }, ""geoData"": { ""latitude"": 29.20485, ""longitude"": -81.01991389999999, ""altitude"": 27.048824297844547, ""latitudeSpan"": 0.0, ""longitud..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2829.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2829.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2829.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2829.JPG.supplemental-metadata.json { ""title"": ""IMG_2829.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484498"", ""formatted"": ""Sep 4, 2024, 9:14:58 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713728211"", ""formatted"": ""Apr 21, 2024, 7:36:51 PM UTC"" }, ""geoData"": { ""latitude"": 29.20485, ""longitude"": -81.01991389999999, ""altitude"": 27.048824297844547, ""latitudeSpan"": 0.0, ""longitud..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2825.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2825.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2825.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2825.JPG.supplemental-metadata.json { ""title"": ""IMG_2825.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484492"", ""formatted"": ""Sep 4, 2024, 9:14:52 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713727077"", ""formatted"": ""Apr 21, 2024, 7:17:57 PM UTC"" }, ""geoData"": { ""latitude"": 29.2048806, ""longitude"": -81.0196833, ""altitude"": 2.6147117627457512, ""latitudeSpan"": 0.0, ""longitudeSpan..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2824.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2824.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2824.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2824.JPG.supplemental-metadata.json { ""title"": ""IMG_2824.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484490"", ""formatted"": ""Sep 4, 2024, 9:14:50 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713714987"", ""formatted"": ""Apr 21, 2024, 3:56:27 PM UTC"" }, ""geoData"": { ""latitude"": 29.063961099999997, ""longitude"": -81.02524439999999, ""altitude"": 13.032972339104642, ""latitudeSpan"": 0.0,..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2827.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2827.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2827.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2827.JPG.supplemental-metadata.json { ""title"": ""IMG_2827.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484494"", ""formatted"": ""Sep 4, 2024, 9:14:54 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713727412"", ""formatted"": ""Apr 21, 2024, 7:23:32 PM UTC"" }, ""geoData"": { ""latitude"": 29.204855600000002, ""longitude"": -81.0196222, ""altitude"": 4.481729509390013, ""latitudeSpan"": 0.0, ""longit..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2823.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2823.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2823.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2823.JPG.supplemental-metadata.json { ""title"": ""IMG_2823.JPG"", ""description"": """", ""imageViews"": ""3"", ""creationTime"": { ""timestamp"": ""1725484488"", ""formatted"": ""Sep 4, 2024, 9:14:48 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713714609"", ""formatted"": ""Apr 21, 2024, 3:50:09 PM UTC"" }, ""geoData"": { ""latitude"": 29.063975, ""longitude"": -81.0252139, ""altitude"": 14.724147808650816, ""latitudeSpan"": 0.0, ""longitudeSpan""..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2822.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2822.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2822.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2822.JPG.supplemental-metadata.json { ""title"": ""IMG_2822.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484488"", ""formatted"": ""Sep 4, 2024, 9:14:48 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713714608"", ""formatted"": ""Apr 21, 2024, 3:50:08 PM UTC"" }, ""geoData"": { ""latitude"": 29.063972200000002, ""longitude"": -81.0252222, ""altitude"": 14.390346534653466, ""latitudeSpan"": 0.0, ""longi..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2830.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2830.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2830.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2830.JPG.supplemental-metadata.json { ""title"": ""IMG_2830.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484503"", ""formatted"": ""Sep 4, 2024, 9:15:03 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713728249"", ""formatted"": ""Apr 21, 2024, 7:37:29 PM UTC"" }, ""geoData"": { ""latitude"": 29.2051306, ""longitude"": -81.02033329999999, ""altitude"": 21.097900390625, ""latitudeSpan"": 0.0, ""longitude..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-046.zip,takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg.suppl.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg.suppl.json,"Apr 20, 2024",,"DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg.suppl.json Takeout/Google Photos/Photos from 2024/DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg.suppl.json { ""title"": ""DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484477"", ""formatted"": ""Sep 4, 2024, 9:14:37 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713631026"", ""formatted"": ""Apr 20, 2024, 4:37:06 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/IMG_2826.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2826.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2826.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2826.JPG.supplemental-metadata.json { ""title"": ""IMG_2826.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484493"", ""formatted"": ""Sep 4, 2024, 9:14:53 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713727111"", ""formatted"": ""Apr 21, 2024, 7:18:31 PM UTC"" }, ""geoData"": { ""latitude"": 29.204994400000004, ""longitude"": -81.0198667, ""altitude"": 6.090827462356679, ""latitudeSpan"": 0.0, ""longit..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/IMG_2818.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2818.PNG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2818.PNG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2818.PNG.supplemental-metadata.json { ""title"": ""IMG_2818.PNG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484478"", ""formatted"": ""Sep 4, 2024, 9:14:38 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713710349"", ""formatted"": ""Apr 21, 2024, 2:39:09 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""longitudeSpan"": 0.0 }, ""url"": ""https://phot..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/IMG_2821.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2821.JPG.supplemental-metadata.json,"Apr 21, 2024",,"IMG_2821.JPG.supplemental-metadata.json Takeout/Google Photos/Photos from 2024/IMG_2821.JPG.supplemental-metadata.json { ""title"": ""IMG_2821.JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484486"", ""formatted"": ""Sep 4, 2024, 9:14:46 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713714592"", ""formatted"": ""Apr 21, 2024, 3:49:52 PM UTC"" }, ""geoData"": { ""latitude"": 29.063972200000002, ""longitude"": -81.0252306, ""altitude"": 9.35644150005915, ""latitudeSpan"": 0.0, ""longitu..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/3DDA3414-5239-443E-89AA-A0B5280427BC.jpg.suppl.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\3DDA3414-5239-443E-89AA-A0B5280427BC.jpg.suppl.json,"Apr 20, 2024",,"3DDA3414-5239-443E-89AA-A0B5280427BC.jpg.suppl.json Takeout/Google Photos/Photos from 2024/3DDA3414-5239-443E-89AA-A0B5280427BC.jpg.suppl.json { ""title"": ""3DDA3414-5239-443E-89AA-A0B5280427BC.jpg"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1725484479"", ""formatted"": ""Sep 4, 2024, 9:14:39 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1713631181"", ""formatted"": ""Apr 20, 2024, 4:39:41 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan..."
