TimestampUTC,Title,PhotoTakenTime,CreationTime,Latitude,Longitude,HasGeoData,NearestReferencePoint,DistanceMetersToReferencePoint,GooglePhotosOrigin,SourceZipFilename,EntryPath,ExtractedPath,MediaPath,Notes
2024-04-19 23:01:08,IMG_2815.JPG,"Apr 19, 2024, 11:01:08 PM UTC","Sep 4, 2024, 9:14:36 PM UTC",29.0639583,-81.02524439999999,Yes,Observed_PalmVista_like_cluster_from_metadata,6.3,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2815.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2815.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-20 16:37:06,DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg,"Apr 20, 2024, 4:37:06 PM UTC","Sep 4, 2024, 9:14:37 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg.suppl.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-20 16:39:41,3DDA3414-5239-443E-89AA-A0B5280427BC.jpg,"Apr 20, 2024, 4:39:41 PM UTC","Sep 4, 2024, 9:14:39 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\3DDA3414-5239-443E-89AA-A0B5280427BC.jpg.suppl.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\3DDA3414-5239-443E-89AA-A0B5280427BC.jpg,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 14:39:09,IMG_2818.PNG,"Apr 21, 2024, 2:39:09 PM UTC","Sep 4, 2024, 9:14:38 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2818.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2818.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 15:49:27,IMG_2819.JPG,"Apr 21, 2024, 3:49:27 PM UTC","Sep 4, 2024, 9:14:43 PM UTC",29.063961099999997,-81.02524439999999,Yes,Observed_PalmVista_like_cluster_from_metadata,6.1,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2819.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2819.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 15:49:35,IMG_2820.JPG,"Apr 21, 2024, 3:49:35 PM UTC","Sep 4, 2024, 9:14:44 PM UTC",29.063961099999997,-81.02524439999999,Yes,Observed_PalmVista_like_cluster_from_metadata,6.1,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2820.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2820.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 15:49:52,IMG_2821.JPG,"Apr 21, 2024, 3:49:52 PM UTC","Sep 4, 2024, 9:14:46 PM UTC",29.063972200000002,-81.0252306,Yes,Observed_PalmVista_like_cluster_from_metadata,4.3,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2821.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2821.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 15:50:08,IMG_2822.JPG,"Apr 21, 2024, 3:50:08 PM UTC","Sep 4, 2024, 9:14:48 PM UTC",29.063972200000002,-81.0252222,Yes,Observed_PalmVista_like_cluster_from_metadata,3.8,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2822.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2822.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 15:50:09,IMG_2823.JPG,"Apr 21, 2024, 3:50:09 PM UTC","Sep 4, 2024, 9:14:48 PM UTC",29.063975,-81.0252139,Yes,Observed_PalmVista_like_cluster_from_metadata,3.1,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2823.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2823.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 15:56:27,IMG_2824.JPG,"Apr 21, 2024, 3:56:27 PM UTC","Sep 4, 2024, 9:14:50 PM UTC",29.063961099999997,-81.02524439999999,Yes,Observed_PalmVista_like_cluster_from_metadata,6.1,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2824.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2824.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 19:17:57,IMG_2825.JPG,"Apr 21, 2024, 7:17:57 PM UTC","Sep 4, 2024, 9:14:52 PM UTC",29.2048806,-81.0196833,Yes,Observed_PalmVista_like_cluster_from_metadata,15674.4,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2825.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2825.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 19:18:31,IMG_2826.JPG,"Apr 21, 2024, 7:18:31 PM UTC","Sep 4, 2024, 9:14:53 PM UTC",29.204994400000004,-81.0198667,Yes,Observed_PalmVista_like_cluster_from_metadata,15686.4,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2826.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2826.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 19:23:32,IMG_2827.JPG,"Apr 21, 2024, 7:23:32 PM UTC","Sep 4, 2024, 9:14:54 PM UTC",29.204855600000002,-81.0196222,Yes,Observed_PalmVista_like_cluster_from_metadata,15671.8,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2827.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2827.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 19:36:48,IMG_2828.JPG,"Apr 21, 2024, 7:36:48 PM UTC","Sep 4, 2024, 9:14:59 PM UTC",29.20485,-81.01991389999999,Yes,Observed_PalmVista_like_cluster_from_metadata,15670.2,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2828.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2828.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 19:36:51,IMG_2829.JPG,"Apr 21, 2024, 7:36:51 PM UTC","Sep 4, 2024, 9:14:58 PM UTC",29.20485,-81.01991389999999,Yes,Observed_PalmVista_like_cluster_from_metadata,15670.2,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2829.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2829.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 19:37:29,IMG_2830.JPG,"Apr 21, 2024, 7:37:29 PM UTC","Sep 4, 2024, 9:15:03 PM UTC",29.2051306,-81.02033329999999,Yes,Observed_PalmVista_like_cluster_from_metadata,15700.1,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2830.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2830.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 19:39:33,IMG_2831.JPG,"Apr 21, 2024, 7:39:33 PM UTC","Sep 4, 2024, 9:15:02 PM UTC",29.205383299999998,-81.02005000000001,Yes,Observed_PalmVista_like_cluster_from_metadata,15729.1,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2831.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2831.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 19:40:16,IMG_2832.JPG,"Apr 21, 2024, 7:40:16 PM UTC","Sep 4, 2024, 9:15:08 PM UTC",29.205236099999997,-81.0199889,Yes,Observed_PalmVista_like_cluster_from_metadata,15712.9,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2832.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2832.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-21 19:47:05,IMG_2833.JPG,"Apr 21, 2024, 7:47:05 PM UTC","Sep 4, 2024, 9:15:09 PM UTC",29.204638900000003,-81.0203167,Yes,Observed_PalmVista_like_cluster_from_metadata,15645.5,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2833.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2833.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-22 15:02:46,IMG_2834.PNG,"Apr 22, 2024, 3:02:46 PM UTC","Sep 4, 2024, 9:15:10 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2834.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2834.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-22 17:21:40,IMG_2835.JPG,"Apr 22, 2024, 5:21:40 PM UTC","Sep 4, 2024, 9:15:11 PM UTC",29.063961099999997,-81.02524439999999,Yes,Observed_PalmVista_like_cluster_from_metadata,6.1,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2835.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2835.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:29:00,IMG_2836.PNG,"Apr 23, 2024, 2:29:00 PM UTC","Sep 4, 2024, 9:15:12 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2836.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2836.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:31:54,IMG_2837.PNG,"Apr 23, 2024, 2:31:54 PM UTC","Sep 4, 2024, 9:15:13 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2837.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2837.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:35:48,IMG_2838.PNG,"Apr 23, 2024, 2:35:48 PM UTC","Sep 4, 2024, 9:15:18 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2838.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2838.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:50:36,IMG_2839.PNG,"Apr 23, 2024, 2:50:36 PM UTC","Sep 4, 2024, 9:15:18 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2839.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2839.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:50:39,IMG_2840.PNG,"Apr 23, 2024, 2:50:39 PM UTC","Sep 4, 2024, 9:15:18 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2840.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2840.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:50:42,IMG_2841.PNG,"Apr 23, 2024, 2:50:42 PM UTC","Sep 4, 2024, 9:15:18 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2841.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2841.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:50:45,IMG_2842.PNG,"Apr 23, 2024, 2:50:45 PM UTC","Sep 4, 2024, 9:15:19 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2842.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2842.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:50:49,IMG_2843.PNG,"Apr 23, 2024, 2:50:49 PM UTC","Sep 4, 2024, 9:15:19 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2843.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2843.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:50:53,IMG_2844.PNG,"Apr 23, 2024, 2:50:53 PM UTC","Sep 4, 2024, 9:15:19 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2844.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2844.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:50:57,IMG_2845.PNG,"Apr 23, 2024, 2:50:57 PM UTC","Sep 4, 2024, 9:15:20 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2845.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2845.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:51:01,IMG_2846.PNG,"Apr 23, 2024, 2:51:01 PM UTC","Sep 4, 2024, 9:15:20 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2846.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2846.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:51:04,IMG_2847.PNG,"Apr 23, 2024, 2:51:04 PM UTC","Sep 4, 2024, 9:15:22 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2847.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2847.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:51:08,IMG_2848.PNG,"Apr 23, 2024, 2:51:08 PM UTC","Sep 4, 2024, 9:15:22 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2848.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2848.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:51:13,IMG_2849.PNG,"Apr 23, 2024, 2:51:13 PM UTC","Sep 4, 2024, 9:15:24 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2849.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2849.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:51:20,IMG_2850.PNG,"Apr 23, 2024, 2:51:20 PM UTC","Sep 4, 2024, 9:15:24 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2850.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2850.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:51:23,IMG_2851.PNG,"Apr 23, 2024, 2:51:23 PM UTC","Sep 4, 2024, 9:15:26 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2851.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2851.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:51:29,IMG_2852.PNG,"Apr 23, 2024, 2:51:29 PM UTC","Sep 4, 2024, 9:15:25 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2852.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2852.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 14:51:36,IMG_2853.PNG,"Apr 23, 2024, 2:51:36 PM UTC","Sep 4, 2024, 9:15:27 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2853.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2853.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 15:34:57,IMG_2854.PNG,"Apr 23, 2024, 3:34:57 PM UTC","Sep 4, 2024, 9:15:30 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2854.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2854.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 18:28:08,IMG_2855.JPG,"Apr 23, 2024, 6:28:08 PM UTC","Sep 4, 2024, 9:15:31 PM UTC",29.0640333,-81.0252222,Yes,Observed_PalmVista_like_cluster_from_metadata,4.3,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2855.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2855.JPG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-23 22:50:26,IMG_2856.PNG,"Apr 23, 2024, 10:50:26 PM UTC","Sep 4, 2024, 9:15:30 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2856.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2856.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-24 23:32:27,IMG_2857.MOV,"Apr 24, 2024, 11:32:27 PM UTC","Sep 5, 2024, 10:54:54 AM UTC",29.1192,-81.06479999999999,Yes,Observed_PalmVista_like_cluster_from_metadata,7244.3,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2857.MOV.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2857.MOV,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-25 00:14:31,IMG_2858.MOV,"Apr 25, 2024, 12:14:31 AM UTC","Sep 6, 2024, 10:52:06 AM UTC",29.119400000000002,-81.0636,Yes,Observed_PalmVista_like_cluster_from_metadata,7202.1,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2858.MOV.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2858.MOV,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-25 16:23:37,IMG_3051.PNG,"Apr 25, 2024, 4:23:37 PM UTC","Sep 4, 2024, 9:15:31 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_3051.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_3051.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
2024-04-25 16:26:19,IMG_3052.PNG,"Apr 25, 2024, 4:26:19 PM UTC","Sep 4, 2024, 9:15:32 PM UTC",,,No,,,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",,,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_3052.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_3052.PNG,Coordinates compared only to local known reference points; target address coordinates not geocoded.
